"Variables ->","x","a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comments ->","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Class[Size] ->","Series[20-by-1]","double[100-by-5-by-10]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2001Q1",2.41554770e-01,2.28764773e-01,7.57123136e-01,9.83892884e-01,2.30133590e-01,5.37535656e-01,5.43673019e-01,3.66101190e-01,5.02498346e-01,2.42635508e-01,2.69733352e-01,3.14992087e-01,6.83284157e-01,6.18136763e-01,1.96570990e-01,4.50239205e-01,1.89125152e-01,8.89671252e-01,7.76399255e-01,1.70469621e-01,2.53340451e-02,1.67981576e-01,3.16769880e-01,9.91076400e-01,8.63462137e-03,1.08646270e-01,6.37769804e-01,3.61884766e-01,7.60938378e-01,6.95289399e-01,6.76816227e-01,4.91203689e-01,6.46524630e-01,9.85958766e-01,7.84441413e-01,5.91189736e-01,8.83071443e-01,6.76367762e-01,1.10083466e-01,4.88219833e-02,5.09178399e-01,8.36510772e-01,9.91700005e-01,7.87625790e-01,8.64512968e-01,9.01745828e-03,8.29997491e-01,8.07974928e-01,8.95566443e-01,7.90825634e-01,9.35637402e-01
"2001Q2",9.12720163e-01,4.23524871e-01,4.05197524e-01,9.64547891e-01,3.58544689e-01,8.17516083e-01,3.86681330e-01,1.50015388e-01,8.03237640e-01,2.81626628e-01,9.31869636e-01,1.71375458e-01,1.71796261e-01,7.00099941e-02,4.11293638e-01,5.45218288e-01,9.78558955e-01,2.38497596e-02,6.85202744e-01,6.77100560e-01,2.18588156e-01,9.28529407e-01,2.81225406e-01,9.51105052e-01,7.27111240e-01,8.90543782e-02,3.87806682e-01,6.25600056e-01,8.96176970e-01,7.00231895e-01,4.57042216e-01,6.16468851e-01,1.76695445e-01,2.12749573e-01,4.46352616e-01,6.87924102e-01,1.21915548e-01,7.25065986e-01,3.43784260e-01,8.12039741e-01,8.04132672e-01,3.21093264e-01,6.78072816e-01,1.26025004e-01,4.32546386e-01,7.03805187e-01,5.89606438e-01,3.60818242e-01,2.66862292e-01,5.11506611e-02,3.25310015e-01
"2001Q3",8.25734270e-01,2.73596221e-01,7.01901080e-01,6.66265239e-01,1.34342699e-01,4.60380827e-01,8.22232088e-01,9.46327570e-01,3.50272035e-01,9.04771011e-01,6.96387053e-01,5.92906937e-01,2.37551306e-01,1.42687920e-01,2.35693362e-01,2.62331778e-01,2.53727660e-01,1.28724833e-01,3.19493640e-01,9.02417928e-01,7.10914900e-01,5.15230991e-01,8.20123624e-01,6.38216769e-01,5.61034186e-01,1.15129588e-01,8.37196030e-01,9.38826545e-01,6.18874649e-01,8.51815286e-01,4.99215085e-01,1.22776013e-01,8.76476104e-01,9.18990532e-01,9.11907967e-01,1.66437807e-01,2.90255258e-01,6.85789576e-01,2.64065147e-01,3.25917923e-02,5.09830031e-01,7.42745576e-01,4.28477594e-01,5.24974173e-01,9.28085406e-02,7.80892367e-01,1.42074038e-01,9.71002980e-01,6.85546084e-02,2.96425848e-01,7.45991444e-01
"2001Q4",4.44545884e-01,4.44565844e-01,5.65460937e-01,7.26158176e-01,9.98594597e-01,1.40338144e-02,5.95334514e-01,6.50835315e-01,4.58682511e-01,7.02675221e-01,9.52592833e-02,6.57608012e-01,4.34285159e-01,6.54226632e-01,2.72205438e-01,8.82541235e-01,7.78546128e-01,7.40640205e-01,8.32142882e-01,3.51987322e-01,5.48920786e-01,6.73363517e-01,3.42089658e-01,5.04130841e-01,5.51972608e-01,1.67972858e-01,7.66317274e-01,2.86904020e-01,7.20745500e-01,5.59059596e-01,5.84782443e-02,1.33031539e-01,2.51690111e-01,6.65161658e-01,8.65870492e-02,6.52227474e-01,6.23420486e-02,7.96718908e-01,5.80180340e-01,4.15042469e-01,3.02700003e-01,6.64494285e-01,6.54801322e-01,8.99479765e-01,1.37791693e-01,5.64840235e-01,5.93313384e-01,5.55517324e-01,3.13601463e-01,2.72142381e-01,8.72898224e-01
"2002Q1",9.82062563e-01,6.27515047e-01,5.84736352e-01,3.34042555e-01,5.13520855e-01,4.98320514e-03,7.81641321e-01,9.82214569e-01,9.51096663e-01,8.53055727e-01,2.45872172e-01,3.48962693e-01,2.50621848e-02,2.18319595e-01,8.66849408e-03,1.03061072e-01,8.10784541e-01,3.91020205e-01,6.60821562e-01,1.00158516e-01,8.69693033e-01,6.67800225e-01,8.72002145e-01,3.58118346e-01,7.42253576e-01,9.72510338e-01,1.25584269e-01,2.44599449e-01,4.63850006e-01,5.70332384e-01,7.36061308e-02,3.14180831e-01,3.56484156e-01,7.43478279e-01,9.98937356e-01,7.68637663e-01,1.43533097e-01,5.29626983e-01,4.35391083e-01,5.94666557e-01,8.61926621e-01,2.89183691e-01,5.88745529e-01,1.09084412e-01,2.41971199e-01,2.32952358e-02,7.26192799e-01,7.69819703e-01,7.89179516e-01,9.13453811e-01,4.33285909e-01
"2002Q2",5.78267561e-01,5.34641254e-01,3.44914599e-01,5.22772766e-01,3.87846305e-01,1.66226784e-01,9.87674556e-01,1.93833694e-01,1.32983376e-01,3.78683695e-01,9.34657552e-01,5.36934474e-02,2.68646592e-01,1.19131929e-01,9.28280818e-01,8.23562690e-01,4.97952948e-01,3.93628461e-01,5.87068221e-01,7.93002236e-01,7.38835656e-01,8.14614252e-02,2.68029488e-01,7.68452114e-01,8.24633236e-01,2.86003635e-01,9.26611387e-02,9.20853948e-01,7.58886424e-01,5.30920327e-01,3.37876779e-01,8.78551511e-02,3.03345780e-01,3.78457412e-01,7.27581093e-01,3.95766371e-01,6.79653582e-02,7.54639113e-01,4.15100185e-01,1.96795280e-01,5.73943181e-02,3.37372233e-01,7.45054910e-01,6.34571296e-01,2.23009043e-01,7.56391715e-03,4.28380358e-01,6.80121019e-01,4.98339823e-01,6.05467095e-01,5.21559662e-01
"2002Q3",2.34423496e-01,3.85442160e-01,7.04233240e-01,2.73354366e-01,2.49852758e-01,3.65938839e-01,7.88253800e-01,8.28742595e-01,7.03072410e-02,6.33021631e-01,4.79784218e-01,4.71680311e-02,9.80159345e-01,4.31371010e-02,5.20219495e-01,4.27175730e-01,9.15723152e-01,6.01848347e-01,1.90784300e-02,4.68432429e-01,1.03230132e-01,2.25073470e-01,7.75431767e-01,7.84362888e-01,3.93394708e-01,5.99023902e-01,6.60318282e-01,9.26216580e-01,7.14197496e-03,8.58886345e-01,3.36071153e-01,4.08793333e-01,9.67759637e-01,4.74768330e-01,5.58406673e-01,3.96264162e-01,1.85086629e-01,5.03554191e-01,5.42130057e-02,7.96091212e-01,7.30756828e-01,9.08637059e-01,6.40870288e-01,8.08460113e-02,8.67740048e-01,9.88968832e-01,2.10792056e-01,2.05199551e-01,4.37032741e-01,5.02217451e-01,6.52659259e-01
"2002Q4",8.10590442e-01,8.73450099e-01,1.60863679e-01,7.18379028e-01,3.64752426e-01,7.18210476e-01,8.52920887e-01,4.93802089e-01,7.06081442e-01,3.15568426e-02,8.82527744e-01,5.58578092e-02,3.12692454e-01,1.65558181e-01,4.64125608e-01,9.20344683e-01,1.00983543e-01,2.38854732e-02,8.36950031e-01,6.87341207e-01,9.71433214e-01,2.84189209e-01,6.09208994e-01,2.89180925e-02,1.35943650e-01,8.52209488e-01,3.77670384e-01,3.09941230e-01,1.93485854e-01,4.46345838e-01,9.84959665e-01,2.82319106e-01,1.92291562e-01,1.06261720e-01,1.42824132e-01,6.92120227e-01,7.68677360e-01,9.07040338e-01,2.59695618e-01,2.10988217e-01,9.00879694e-01,3.22509804e-02,5.03676186e-01,4.11232200e-01,7.64176704e-01,2.01647153e-01,2.65384268e-01,8.34622933e-01,1.68405698e-01,7.36600449e-01,4.69011458e-01
