"Userdata[userdata] ->","struct('A',1,'B','XXX','C',{{1,2,3}})"
"Variables ->","x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Comments ->"
"Class[Size] ->","Series[20-by-3-by-5-by-6]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2001Q1",8.63095465e-01,5.80699406e-01,7.49686944e-01,4.80073655e-01,3.90343165e-01,9.00032249e-01,3.51473760e-01,3.10563568e-01,6.81047892e-01,8.15902342e-01,2.85917878e-01,2.60738261e-01,4.63194502e-01,6.96519220e-01,6.01560838e-01,1.81081203e-01,8.60123531e-01,3.02205874e-01,2.80743132e-01,6.57008716e-01,7.41047357e-01,6.72012465e-01,8.70907400e-01,5.51047881e-01,3.16896029e-02,4.73123068e-01,7.13236369e-01,2.02480810e-01,6.93255002e-01,7.43409057e-01,2.06624305e-01,5.55943133e-01,1.11616166e-02,3.15946910e-01,4.38339948e-01,3.09273190e-01,3.40342481e-01,3.75119305e-01,5.42099681e-01,2.22746945e-01,4.55077596e-01,7.16536765e-01,6.69386884e-01,9.27006430e-01,1.63972968e-02,5.75561940e-01,5.84523870e-01,3.84620014e-01,7.01185823e-01,7.25969893e-01,8.72808835e-01,4.33082578e-01,2.25086512e-01,4.80359680e-01,3.91943452e-01,6.51807882e-01,5.05698388e-01,7.53526038e-02,1.95368549e-01,7.70641849e-01,5.48371601e-01,3.26076699e-01,9.05262681e-01,1.55383561e-01,6.96641591e-01,9.78499889e-01,2.68445195e-01,8.83423983e-01,1.17923768e-01,5.94379039e-01,4.91369920e-01,8.92221283e-01,6.33862436e-01,2.89663622e-01,2.33991498e-01,1.45321589e-01,2.01159730e-01,2.20123187e-01,9.41878742e-01,6.64207293e-01,7.32279984e-01,4.01168264e-01,1.32181211e-01,1.16429836e-01,6.61103467e-01,2.90995221e-01,9.87205926e-01,8.45759082e-02,6.75617870e-01,1.82685564e-01
"2001Q2",4.81895961e-01,6.65091572e-01,1.05763129e-01,5.38684317e-01,8.28922803e-01,3.20337435e-01,1.35478890e-02,2.23978229e-01,9.01891877e-01,4.26911575e-01,4.50256924e-01,7.04919102e-01,6.86519530e-01,9.91709182e-01,8.69602494e-01,9.01138016e-01,5.08846495e-01,1.46999908e-01,1.50585324e-01,5.02371103e-01,3.45734579e-01,6.00296854e-01,7.46898793e-01,5.19770130e-01,8.33839786e-01,6.72120725e-01,5.30342569e-01,1.29016509e-01,4.19948609e-01,1.70807511e-01,7.71095472e-01,1.43858879e-01,1.62951875e-01,4.91662537e-01,5.36199849e-03,6.07502086e-01,8.93338801e-01,7.75218986e-01,1.28147309e-01,6.91582038e-01,7.83286053e-01,7.87572901e-01,1.25912351e-01,8.76344486e-01,1.65233319e-01,6.77730963e-02,8.79392129e-01,7.69562388e-01,1.21606901e-01,6.50692261e-03,9.17365370e-01,5.01170620e-01,4.93049531e-01,9.64480139e-01,9.00294086e-01,1.52144316e-01,1.60870554e-01,3.38138564e-01,8.25160809e-02,9.94316354e-04,2.10316082e-01,3.33020616e-01,6.32349545e-01,7.29222353e-01,4.12243126e-01,5.73348323e-01,5.78074400e-01,4.86554354e-01,7.64703133e-01,3.59593962e-01,4.87971120e-01,7.21550228e-01,8.18037045e-01,3.31322055e-01,4.05174984e-01,8.40889492e-02,5.38625262e-01,2.71489291e-02,2.21063761e-01,8.34948559e-01,3.78910075e-01,3.42972157e-01,3.08888877e-01,5.70142829e-02,8.49922839e-02,5.72450372e-01,7.89024202e-01,1.52097850e-02,5.11542572e-01,9.84019404e-01
"2001Q3",4.97037896e-02,8.65659018e-01,4.72898663e-01,8.62319831e-01,4.80687247e-01,3.00776044e-01,4.32785384e-01,9.38995880e-01,8.63637315e-01,4.55354692e-02,7.92615681e-01,9.48979992e-01,2.69891223e-01,8.65660373e-01,6.30540588e-02,4.33823861e-01,5.90234243e-01,2.33244912e-01,2.20903566e-01,3.87580581e-01,3.09251962e-01,4.12402207e-01,2.93565276e-01,5.52880493e-01,9.28835641e-01,4.05599947e-01,1.88669938e-01,6.23958050e-01,6.04731037e-01,7.66338521e-01,9.35834293e-02,9.79443284e-01,1.71034928e-01,4.44097722e-01,4.50932966e-01,4.81271370e-01,1.16114734e-01,8.29339077e-01,8.33992321e-01,7.03014230e-01,3.37682649e-01,4.06854740e-01,4.16634506e-01,8.82384994e-02,2.56228218e-01,9.72895374e-01,2.06185446e-01,2.58190349e-01,8.15232166e-01,7.82429397e-01,2.94104332e-01,6.75242645e-01,8.25564196e-01,8.25508993e-02,6.63898303e-01,4.18340641e-01,4.15326676e-01,5.17213576e-01,7.27700434e-01,4.97647530e-02,1.03387283e-01,2.06354602e-01,3.40090439e-01,2.98433967e-01,5.84161424e-01,4.79437736e-01,2.92130497e-01,7.64060188e-01,6.61832365e-01,9.72235750e-01,5.81804137e-01,4.11032113e-01,4.49097795e-01,2.03541601e-01,7.04175858e-01,5.01284551e-01,3.84692174e-01,5.32483925e-01,7.80331886e-01,3.66876721e-01,3.31937197e-01,7.51240790e-01,4.16051882e-01,4.31622116e-01,6.42456781e-01,5.01362324e-01,2.36375254e-01,1.99679992e-01,5.64917427e-01,6.92138138e-01
"2001Q4",5.90189249e-01,4.97634643e-01,1.09058937e-01,2.92512883e-01,2.37412923e-01,9.41727430e-02,2.47824298e-01,6.62382643e-01,6.49224659e-01,7.92939409e-01,8.25561029e-01,3.25316441e-01,6.94554032e-01,3.83711248e-02,6.87500009e-01,4.56558732e-01,5.78114136e-01,5.53946759e-01,6.68554600e-01,3.72262196e-01,2.24963685e-01,7.99843343e-01,2.67430954e-01,3.00617038e-01,3.78623289e-02,6.49827342e-01,1.20185516e-01,2.40832463e-02,6.01994025e-01,6.80151526e-01,2.15647041e-01,7.37109727e-01,4.65851912e-01,7.91407677e-01,5.56904239e-01,5.65839971e-01,8.38364938e-01,8.53104026e-01,5.30616826e-01,9.49559429e-01,1.52180468e-01,8.09573329e-01,1.26344678e-01,2.82832878e-01,4.74407079e-01,2.33259863e-01,9.65402077e-01,2.10675322e-01,7.33094891e-01,4.14172976e-01,5.88648970e-01,7.60136661e-01,1.63583654e-01,6.71494302e-01,8.10548318e-01,7.66767335e-01,4.11109822e-01,9.98999020e-01,5.21446246e-01,8.15992976e-01,2.72439953e-01,6.80966362e-01,5.47929417e-01,5.64971081e-01,9.88528275e-01,1.18815905e-01,9.18339835e-01,6.70835532e-01,8.59493714e-01,2.63026698e-01,9.11627151e-01,7.15552578e-01,8.08926172e-01,5.86212209e-01,2.95170270e-01,9.70092558e-01,7.96025941e-01,7.16409401e-01,4.53169512e-01,9.42142420e-01,1.64852156e-01,1.27956552e-01,4.05376081e-01,9.32198454e-01,5.62417631e-01,7.28929529e-01,3.90111624e-01,8.07167164e-01,9.42140822e-02,2.90446720e-01
"2002Q1",4.98085677e-01,2.90203600e-01,1.33495783e-01,4.11817907e-03,7.72336348e-01,2.03561080e-01,6.60578341e-01,4.05841414e-01,4.02412981e-01,7.83796272e-01,5.77296631e-01,4.14222319e-01,9.45503498e-01,7.00577750e-01,7.32601983e-01,1.88770914e-01,4.65468357e-01,7.38021761e-01,2.55421651e-01,8.70160931e-01,1.75660501e-01,6.89341852e-01,4.74662970e-01,3.82022087e-01,4.44646239e-01,9.68574671e-01,6.45035088e-01,3.35644547e-01,8.46799017e-01,2.18565228e-01,8.75436877e-02,1.06972357e-01,3.79054121e-01,5.46849130e-01,2.44232205e-01,1.41260015e-01,2.76023976e-01,4.65394989e-01,8.02048543e-01,4.22490227e-02,6.23935394e-01,6.13164459e-02,5.08596923e-01,5.42294003e-02,3.82141197e-01,8.87572917e-01,5.19033056e-01,7.88005223e-01,9.31867598e-01,1.89786015e-01,4.13958858e-01,5.17351679e-01,9.11541837e-01,3.95744248e-01,8.65644416e-01,2.65069897e-01,1.32221824e-01,1.61217646e-01,5.16722077e-01,1.35237841e-01,3.88579635e-01,1.96593180e-01,8.19942691e-02,5.55411290e-01,1.75873988e-02,5.50470847e-01,1.14386376e-01,8.08685425e-01,9.34465219e-01,9.72674831e-01,7.53654108e-01,9.41582729e-01,2.87040731e-02,5.61015980e-01,8.82003043e-01,1.32227383e-01,1.61870531e-01,3.14448007e-03,5.21615921e-01,1.56456422e-01,3.76288211e-01,9.60331687e-01,9.65959206e-01,1.06776938e-01,9.11143905e-01,4.72028455e-01,1.27884075e-01,4.70186893e-01,4.70120217e-01,6.70495828e-01
"2002Q2",9.38311091e-01,9.98110754e-01,3.38252428e-01,5.44123484e-01,4.20724712e-01,9.70152833e-01,3.98905957e-01,4.04815332e-01,5.33895100e-01,6.79139306e-01,7.82045595e-01,6.80337885e-01,4.51035991e-01,9.98975585e-02,1.12584651e-01,9.30518686e-01,7.00274511e-02,1.70712134e-01,1.02232255e-01,6.44492174e-01,3.25262085e-02,9.66088147e-01,1.87584947e-01,3.86576053e-01,8.10248035e-01,1.70650495e-01,1.33506419e-01,9.13060821e-01,2.71495901e-01,5.35020287e-01,7.84711616e-01,9.17734124e-02,2.08876704e-01,4.14564875e-01,5.81819140e-01,4.69500435e-01,2.42963366e-01,4.36221034e-01,8.27400686e-02,1.15155727e-01,2.76582197e-01,1.82432372e-01,9.05632201e-01,1.50242764e-01,3.49289272e-02,6.50548276e-01,6.56221288e-01,8.58694554e-01,9.75477523e-02,6.68882779e-01,5.68420691e-01,6.42343830e-01,8.54297632e-01,3.92689861e-01,9.01433817e-01,2.47853900e-01,3.03705515e-01,1.71264717e-01,2.55985337e-02,3.20039931e-01,7.05221305e-01,2.77293510e-01,3.48694771e-01,7.12680758e-01,6.21804692e-01,6.99857872e-01,4.74362935e-01,9.92377956e-01,4.69831429e-01,5.50614113e-01,8.85923764e-01,9.35407751e-01,3.50289721e-02,4.81811665e-03,6.35381823e-02,9.68152713e-01,6.65962962e-01,3.76321734e-01,9.48933168e-01,8.16153623e-01,5.89347248e-01,2.03332165e-01,1.85705119e-01,2.15576470e-02,8.26696058e-01,9.28327414e-01,1.04716345e-01,3.12514714e-01,1.68018006e-01,5.74048771e-01
"2002Q3",5.33683182e-03,4.94684730e-01,9.08519627e-02,6.18695563e-01,2.76195312e-02,6.43376095e-01,9.13295480e-01,4.89573860e-01,3.53078551e-02,9.50660016e-01,3.55603324e-01,7.27422566e-03,2.72126348e-01,8.08865900e-01,9.25628506e-01,7.95065874e-01,1.98498827e-01,2.17327085e-01,6.71490437e-01,4.54459400e-01,1.28338517e-01,8.88796823e-01,4.64466964e-01,2.93036201e-01,7.25002112e-02,1.26446311e-01,7.82469240e-01,8.71784615e-02,3.82615912e-01,6.12997638e-01,5.91053260e-01,5.27357308e-01,1.37433710e-01,2.29838765e-01,6.25426890e-01,4.07102513e-01,3.48204421e-01,6.24490996e-01,2.24641624e-01,6.41022702e-01,1.59725398e-02,2.75154805e-01,7.00417094e-01,7.49899622e-01,9.94924664e-01,3.99838565e-01,1.97566302e-01,2.99874645e-01,7.63444550e-01,9.37222637e-01,7.62429867e-01,1.12401162e-01,8.41780765e-02,9.87660257e-01,9.41494646e-01,7.70285598e-01,6.74804932e-01,1.58692371e-01,4.64682192e-01,2.04996661e-01,4.29549768e-01,6.35944241e-01,9.24807908e-01,9.86873855e-01,1.40601142e-01,7.07421604e-01,7.99147435e-01,8.29611026e-01,8.23892059e-01,4.45331923e-01,1.74586493e-01,5.66644220e-01,3.83492577e-01,6.90914052e-01,6.23684695e-01,7.99161697e-01,3.16941467e-01,2.23804232e-01,1.70153360e-01,6.99504350e-01,3.43622172e-01,5.18122993e-01,7.56596744e-01,6.81618969e-01,3.57485308e-01,9.55823398e-01,3.31664654e-01,2.85839204e-01,7.21045723e-01,8.17598600e-01
"2002Q4",9.63048544e-01,8.32211615e-01,9.12393570e-01,3.72545483e-01,3.64446144e-01,4.09598711e-01,4.12274884e-01,3.32033756e-01,1.21676129e-01,3.94170027e-01,3.27390350e-02,4.34385145e-01,7.89005202e-01,7.04430194e-02,7.93062229e-02,1.79565156e-01,4.00134110e-01,4.42027393e-01,1.89572200e-01,1.38810245e-02,8.05667760e-01,6.11867673e-01,9.32089536e-01,8.49453399e-03,3.34473343e-01,9.15052827e-01,1.87491472e-01,5.52482667e-01,8.57878006e-01,8.62393117e-01,3.20737063e-01,3.23041444e-01,6.88860333e-01,2.13807624e-01,3.70416771e-01,4.46531943e-01,1.62310315e-01,9.11453770e-01,8.52400051e-01,7.77521128e-01,9.73032411e-01,9.53784944e-01,5.32242507e-01,3.99918678e-01,1.08965074e-01,4.15351194e-01,9.19355077e-02,8.24545384e-01,3.82258467e-01,2.99499427e-01,5.96408315e-01,2.09520406e-01,9.39727822e-01,5.18445958e-01,6.50722767e-01,5.15638541e-01,1.00342766e-01,2.77292805e-01,4.98249379e-01,1.77649277e-01,5.93881016e-01,1.01982572e-01,8.45980668e-01,4.84613694e-01,8.03638178e-01,2.41958614e-01,8.25830038e-01,2.07346013e-01,8.93378979e-02,8.98442092e-01,7.39497431e-02,3.53418679e-02,3.06741681e-01,2.96912273e-01,5.96655253e-01,9.78504397e-01,3.35834067e-01,9.27489410e-01,6.87719951e-01,6.43948866e-01,2.72555786e-01,6.98442270e-01,9.47422035e-01,7.34533310e-01,7.64402373e-01,6.70499330e-01,7.45221437e-01,9.80255229e-01,9.82150327e-01,2.50453216e-01
"2003Q1",8.28098024e-01,7.38249162e-01,6.60600523e-01,4.66845917e-01,4.33017666e-01,2.26396826e-01,4.19343734e-01,9.60545689e-01,5.67173730e-01,1.27546403e-01,8.56734415e-01,6.06238716e-01,4.19507772e-01,6.46443796e-01,9.11161359e-02,2.16069127e-01,5.60696033e-01,6.28078581e-01,3.64699760e-01,2.49592642e-01,1.46990434e-01,9.64914118e-01,5.22796506e-01,2.31599105e-01,2.07682426e-01,7.23024152e-01,5.50517068e-01,8.58959888e-01,2.07329483e-01,2.77965969e-02,6.26913841e-01,4.79808918e-01,6.63014143e-01,8.06040032e-01,9.47216593e-02,6.93939137e-01,8.11152969e-01,7.70977008e-01,6.25255200e-01,4.80707472e-02,1.14281177e-01,1.59465755e-01,6.19967830e-01,6.99505886e-01,8.28777848e-01,1.52186172e-01,4.50331722e-01,5.00870617e-01,4.90997836e-01,9.11073665e-01,4.09804363e-01,4.83934667e-01,9.57402000e-01,6.57578828e-01,3.83541804e-01,9.46744315e-01,9.08181285e-01,7.30732989e-01,2.47767967e-01,1.83178044e-01,3.11937523e-01,8.06837661e-02,1.95356197e-01,7.46326249e-01,8.15004262e-02,4.91268440e-01,3.73903723e-01,8.75211153e-01,2.99631997e-01,5.02367494e-01,2.69284018e-01,6.02206597e-02,3.19731700e-01,4.99545272e-01,7.90452178e-01,9.16251389e-01,4.96205372e-01,3.64578875e-01,3.59971351e-01,5.70955420e-01,2.50681678e-01,7.72351345e-01,5.68697021e-01,2.42596558e-01,7.34210536e-01,5.12823954e-01,4.12247837e-01,7.58295752e-01,9.18918657e-01,2.33696367e-01
"2003Q2",7.54940724e-01,5.06686120e-01,5.84007505e-01,8.17855439e-01,4.91325399e-01,6.19522625e-01,1.47050596e-01,8.76915569e-01,9.89837231e-01,6.53055744e-01,3.39657345e-01,8.89051492e-01,6.11152285e-01,6.51088916e-01,7.95978965e-01,7.92531448e-01,4.30865096e-01,2.33741302e-01,5.43545713e-01,6.55018200e-01,9.74322412e-01,4.68472619e-01,5.89555803e-01,1.84684293e-01,8.82576079e-01,6.64928806e-01,6.24141929e-01,4.11662297e-01,1.37495325e-01,5.65773004e-01,9.03350439e-01,1.05217974e-01,2.26171397e-01,9.42140845e-01,7.42243004e-01,2.45847534e-01,6.85841562e-02,8.71703500e-01,7.08802737e-01,6.84102991e-01,2.28732497e-01,3.59012314e-01,1.17455508e-01,8.77899245e-02,9.39937335e-01,2.49859802e-02,2.99240184e-01,3.34428320e-01,5.61705065e-01,3.69695493e-01,9.12570154e-01,6.28590740e-01,9.46431173e-01,1.22391137e-01,9.38326570e-01,4.80123717e-01,8.79002579e-01,6.64888129e-01,8.38625283e-01,9.57706968e-01,7.27711089e-01,7.42707613e-01,8.10372725e-01,5.33082578e-01,3.29863236e-01,5.53330253e-01,2.91601493e-01,1.32544879e-01,7.92010920e-02,9.18915529e-01,2.12703232e-01,1.88487026e-01,2.30529952e-01,4.03325020e-01,5.99511056e-01,5.29121816e-01,6.13363595e-01,8.82557771e-01,7.83919262e-02,1.25020799e-03,8.56701109e-01,6.64149593e-01,7.91989063e-02,8.81677090e-01,8.03086119e-02,8.01837921e-01,8.57115648e-01,1.30439082e-01,4.06340539e-01,2.69530399e-01
